semester,years,subj1,subj2,subj3,subj4,subj5,subj6,subj7,Final_Grade
1,2020,P,C,D,C+,C,C+,C+,C
2,2022,B+,A+,S,S,S,C+,S,S
2,2021,P,P,P,D,D,F,P,P
1,2023,B+,A,A,B,C+,B+,C+,B+
2,2020,A+,A,A,B,B+,A,A,A
2,2023,C,C,C,C+,C+,C,C,C+
1,2020,S,S,S,S,S,S,A+,S
3,2020,F,F,F,F,F,F,F,F
2,2023,B+,C+,C,B+,B,B,C+,B
1,2023,F,F,F,F,F,F,P,F
2,2023,F,P,D,P,F,P,F,F
3,2021,F,P,F,P,F,F,F,F
2,2021,P,P,F,P,F,F,C,F
3,2023,C,B,C+,C+,C+,B+,B,B
2,2022,B+,B+,B+,B,B+,B+,B,B+
1,2021,F,F,F,F,F,F,F,F
3,2023,S,A+,A+,A,A+,A,A+,S
2,2020,P,C,D,D,P,D,D,C
3,2021,F,F,F,F,D,F,F,F
1,2022,P,P,F,D,P,C,D,F
1,2022,F,F,P,F,F,F,F,F
3,2021,B+,C,B,B+,B,C+,C+,B
3,2023,F,D,F,F,F,F,F,F
1,2021,C+,C,C,C+,C+,C,D,C+
3,2020,B+,C+,B+,B+,B+,B+,A,B+
3,2020,P,B,C+,C+,C+,B,C+,C+
2,2022,P,F,F,F,F,F,F,F
1,2023,P,C,P,C,C+,C,P,C
3,2022,D,D,C,D,D,D,C,C
2,2021,B,C,B+,C+,C,B,C,B
2,2021,A,C+,B,B,B+,B+,B+,B+
2,2021,C,C,C+,C,C,C,D,C+
2,2020,B,C,B,B,C+,C+,C,B
3,2021,D,C,D,D,D,C,C,C
3,2023,F,F,F,F,F,F,F,F
3,2023,C+,C+,C,B,C+,D,C,C+
2,2023,B+,A,A+,A+,A+,A+,A+,A+
1,2020,A,S,S,A,A,A,A+,S
3,2022,A+,S,S,A,A,S,S,S
2,2021,F,F,F,F,F,F,F,F
3,2020,P,F,F,F,F,F,F,F
1,2021,S,B+,A+,A+,B+,A+,A+,A+
2,2021,C+,P,C+,C+,C,D,D,C+
3,2023,D,P,D,D,D,P,D,D
2,2022,A+,B+,B+,B+,B+,A,B+,A
1,2022,S,A+,S,S,S,A+,S,S
2,2021,P,P,P,P,F,D,F,F
2,2021,P,D,D,F,D,C,P,F
1,2022,A+,B+,A,A,A,A,B+,A+
1,2020,D,P,P,D,P,C,F,P
3,2022,A,B+,B,A,B+,B+,B,A
3,2022,B+,C+,B,A,B+,A,B+,B+
3,2022,A,C+,B,C+,B,C+,C+,B
3,2020,A+,B+,A+,B+,A,A,A+,A+
3,2023,D,F,D,P,P,F,D,F
1,2021,D,C,D,P,C,D,D,C
1,2020,C+,C+,B,C+,D,C,C+,B
1,2022,B,A,B,B+,B,C+,B,B+
3,2021,A+,S,S,S,S,S,S,S
3,2021,D,D,D,P,P,P,F,P
3,2023,C+,B+,A,B,B+,A,B,B+
2,2020,S,S,S,S,S,S,S,S
2,2023,F,D,F,F,P,D,P,F
2,2023,C,B,C+,C,C,D,C,C+
3,2023,C+,C+,B,C+,B,B+,B,B
1,2023,A+,A+,A,A,A,A,A,A+
1,2020,B+,B+,B,B+,B,C+,A,B+
1,2021,F,F,F,F,P,F,P,F
1,2023,F,F,F,F,F,F,F,F
2,2021,F,F,F,F,B,P,B,F
2,2020,D,C+,C+,C+,C,B,C,C+
3,2021,D,D,P,D,D,D,C,C
2,2023,C,D,P,D,F,P,C+,D
2,2022,A+,A+,B+,B+,B+,B,B,A
3,2021,F,F,F,F,F,F,F,F
2,2023,B+,B+,B,B,B+,C+,B+,B+
3,2021,C+,C,D,D,P,B,C+,C+
1,2023,P,D,D,D,D,C+,D,C
2,2020,S,S,S,S,S,S,A+,S
1,2023,B,A,B,B,B,A,B,B+
1,2020,B,B,B,B+,B,B,B+,B+
1,2023,B,B,B+,C+,B,C+,B,B+
3,2020,B,C+,S,B+,S,C,B,A
2,2021,F,P,F,F,F,F,F,F
3,2023,C,C,C+,C,C+,C+,C,C+
3,2023,A,A,S,A,A,A,A+,A+
1,2022,A,B,B+,B,C+,B,B+,B+
3,2020,S,S,S,S,S,S,S,S
2,2020,C,D,C,D,C,C+,C+,C
2,2023,C,C,D,C,C+,B,C+,C+
2,2021,B+,S,B,A,A+,S,S,A+
2,2020,C+,D,S,S,S,D,C,A
2,2023,F,C,P,P,P,P,C,F
2,2022,D,C,P,P,D,F,F,F
1,2020,C,C+,C+,B,B,C,C,B
2,2023,D,C+,B,B,C+,D,C+,C+
2,2022,B,B,B,B,B,B,B+,B+
2,2020,B+,B,B,B,B+,B,B,B+
1,2023,A,B+,B,A+,B,B+,A,A
1,2023,S,S,S,B+,S,S,C+,S
3,2020,F,F,F,P,F,F,P,F
2,2021,D,D,B,C,C,B,B,C+
2,2022,B+,A+,A,A+,A+,A+,A+,A+
1,2021,F,F,F,F,F,F,F,F
3,2022,S,S,A,D,S,C,S,A+
3,2022,P,C+,B,C+,C+,C+,C,C+
1,2020,P,F,F,F,F,F,F,F
3,2020,D,D,P,D,P,F,D,P
2,2022,A,B+,S,A,A,S,S,S
2,2020,C+,B+,B,C+,C+,B+,C,B
3,2022,A,A,A,B+,C+,A,B+,A
3,2022,A,B+,B,A,B+,B,A,A
3,2020,D,D,D,C,D,D,C,C
2,2021,B,A,D,A,P,C,A+,B+
2,2023,B,C+,C+,B+,B,A,B+,B+
1,2022,B+,A,A,A+,B+,S,A,A+
3,2021,B,B,B+,B,B,B,B,B+
3,2023,S,S,S,S,S,S,S,S
3,2023,A,D,F,F,F,F,F,F
2,2023,A,B,B,A,B+,B,A,A
2,2021,B,B,S,S,S,S,B,A+
3,2021,B+,B,C+,B+,A,B,B+,B+
3,2021,S,S,B,B,F,C+,A+,B+
2,2023,D,D,D,P,F,C,D,P
1,2021,P,F,P,F,D,P,P,F
2,2020,C,F,P,C,D,D,P,P
2,2021,B+,B+,B,C+,B+,C,C,B+
1,2023,B+,S,S,S,S,S,S,S
3,2022,F,F,F,F,F,P,D,F
3,2020,C,C+,P,D,C+,F,C,D
3,2020,C,C+,C+,B+,B,B,B,B
3,2020,F,P,F,F,D,B,F,F
2,2023,C,P,D,P,C,F,D,P
2,2023,S,S,A+,A+,S,S,S,S
2,2023,B,B,C,C+,C+,C+,C+,B
1,2023,D,B,B,B+,C,C+,C+,B
2,2023,A+,S,S,S,S,S,S,S
3,2023,F,P,D,F,C+,P,F,F
2,2023,D,F,F,P,F,C,F,F
1,2020,D,D,C,P,P,F,P,P
1,2023,C+,B,C+,B,C+,A,B,B
3,2022,F,F,F,F,F,F,D,F
3,2021,C+,C+,B,B,B+,B+,C,B
2,2021,A+,S,S,A,S,S,S,S
2,2023,A,B+,B+,C+,B,B+,A+,A
1,2021,F,F,P,F,P,P,F,F
1,2020,F,F,P,F,F,F,P,F
2,2022,C+,B+,C,C,C+,C+,D,C+
1,2023,F,F,D,P,P,D,F,F
3,2022,C,B,D,C+,D,C+,B,C+
1,2023,B,B,A,A+,B,C+,B,B+
2,2023,F,F,P,F,F,F,P,F
2,2022,P,D,P,D,D,C,D,D
1,2021,A,A+,B,A,S,B+,A,A+
1,2023,F,F,P,D,D,P,P,F
3,2023,C,C,F,F,D,C,D,F
3,2022,B+,B+,B,B,B,C+,A,B+
3,2022,D,P,C,D,F,F,F,F
3,2020,C,C,C,C,C+,C,D,C+
3,2020,S,S,S,S,S,S,S,S
3,2022,B+,A,B,B+,B,B,C+,B+
1,2022,C+,C+,P,P,P,P,D,C
3,2022,S,S,S,A+,S,A+,S,S
3,2021,P,C,C,D,C,D,P,C
1,2023,F,F,F,F,F,F,F,F
1,2023,S,S,S,B,S,B+,A,S
1,2021,P,F,P,F,F,F,F,F
3,2023,P,P,F,F,F,F,F,F
1,2022,C+,C,C,C+,D,C+,C+,C+
1,2023,F,D,F,F,F,F,F,F
2,2022,B+,B,C+,C+,C+,C+,A,B
1,2021,F,F,F,F,F,F,P,F
1,2022,P,D,D,D,D,C,F,P
1,2021,C,S,S,S,C+,A,B,A+
3,2020,B,B+,B+,B+,C+,B+,B+,B+
2,2020,C,P,C,D,D,D,C,C
1,2022,P,C,F,F,F,F,F,F
2,2020,C,P,D,D,C,F,C+,D
1,2023,A,B+,B+,B+,B,B+,B+,A
1,2020,D,C,D,F,D,S,F,F
2,2021,A,S,S,S,S,A+,S,S
2,2021,F,F,P,D,P,P,P,F
1,2022,D,C+,C,C,C,D,C+,C+
3,2020,A+,S,B+,A,S,A+,A+,S
1,2022,S,A+,S,S,A+,A+,S,S
1,2021,C+,C+,B+,B+,C+,B,B+,B+
2,2020,F,P,F,F,P,F,F,F
1,2021,D,D,D,C,C,D,C,C
2,2023,A+,B+,A,B+,A+,B+,A,A
1,2022,B+,B+,B,B,C+,B+,C,B+
2,2023,S,S,S,S,A+,S,S,S
2,2020,F,F,F,F,F,F,F,F
2,2023,B+,A+,A,B+,B+,B,A,A
2,2021,C+,B,C,C+,B,B,B,B
3,2021,B+,B+,B,B+,B+,B+,B+,B+
3,2021,F,F,F,F,F,B,D,F
3,2023,A+,S,A+,A+,A+,S,S,S
2,2021,A,S,A,A,S,S,S,S
1,2020,F,F,F,F,F,F,F,F
1,2022,D,C+,C,D,C,C+,D,C
3,2021,B+,B+,A,S,B+,B+,B+,A+
3,2023,A,A,B+,B+,A,B+,B+,A
1,2022,B,C,C,C,C,F,C,C
3,2020,C+,C,B,C+,C,B,C+,B
1,2022,B,B,B+,C+,B,B,B+,B+
3,2022,C,B+,C+,C+,C,C+,C,B
3,2023,C,F,F,F,S,F,F,F
2,2021,C+,C,C,C+,C,B,C,C+
3,2020,B,C,B,C+,B+,C+,B,B
3,2023,S,S,S,A+,S,S,A+,S
1,2021,A,B,C+,B,B+,B+,A,B+
1,2022,C+,C,C+,C,B,C+,C+,C+
2,2022,P,A+,B,B,F,D,D,C+
3,2020,D,D,F,D,P,F,D,F
1,2020,D,C+,P,F,D,D,D,P
1,2023,C,D,D,C+,C+,C,C+,C+
2,2023,A+,B+,S,S,A+,A+,S,S
1,2023,B,C+,C+,A,P,P,B+,B
2,2022,P,P,P,F,P,P,P,F
1,2020,P,P,P,D,D,P,P,D
1,2023,P,F,D,P,C,D,F,F
2,2020,C+,C+,D,C,B,C,C+,C+
2,2022,S,S,S,S,S,S,S,S
1,2022,F,F,F,F,F,B,P,F
3,2021,C+,C,C,C,C+,C+,B,C+
3,2023,F,F,F,P,C,F,F,F
2,2022,B+,B,B,B+,B,B,C+,B+
3,2021,P,F,F,F,F,F,F,F
1,2023,A,S,S,S,S,S,S,S
1,2022,A,B,B,B,C,B,B,B+
1,2022,B+,B+,B,A+,B+,B,B+,A
3,2022,S,S,A+,S,S,S,B+,S
1,2022,S,S,A+,S,S,S,S,S
2,2022,A+,S,A+,A,S,B+,B+,S
1,2023,P,P,D,C,C+,F,D,D
3,2023,C+,C,C,C+,C+,P,B+,C+
2,2021,B+,B+,S,C+,A,A,B+,A
3,2022,C+,D,C,C+,D,B,B+,C+
1,2021,S,S,S,A+,S,S,S,S
1,2022,F,F,F,F,F,F,F,F
3,2020,P,D,D,P,F,C,P,P
3,2021,B,B+,B,B,A,B+,B+,B+
1,2020,B+,S,C+,A+,B+,S,S,A+
2,2020,C+,B,B,B,C+,A,B,B+
1,2020,F,F,F,F,F,F,F,F
1,2023,S,S,S,A+,S,S,S,S
3,2020,S,S,S,S,S,S,A,S
1,2021,F,C,F,F,F,D,S,F
1,2022,F,F,F,F,F,F,F,F
1,2020,B+,A,B,B+,C,B,C+,B+
3,2021,C,B,C+,B,C,D,B,B
3,2021,B+,B,B+,A,B+,B+,A,A
1,2022,F,F,F,F,F,F,F,F
2,2023,B,B,B+,B+,B,B,A,B+
3,2021,A+,S,S,A+,S,A+,A+,S
1,2022,C+,C+,A,A,B,B+,B,B+
3,2022,A+,A,S,A,A,A,S,S
1,2023,S,S,S,S,S,A,S,S
3,2022,B,B,B+,A,C+,B,A,B+
3,2021,A+,S,A,A,C+,B+,A,A+
1,2023,B+,B+,B+,B,A,B+,A,A
2,2023,S,A,S,B,A+,A+,A,S
2,2023,C,D,C,D,D,D,C+,C
1,2023,F,F,F,F,F,F,F,F
3,2020,A+,S,A,A+,A+,B+,B,A+
2,2022,P,F,F,F,F,P,P,F
2,2022,F,P,F,P,P,F,P,F
1,2021,B+,A,A,B+,B+,A,A,A
2,2020,B,B,C+,B,B,C+,A+,B+
2,2023,S,B+,S,A,S,S,S,S
3,2021,F,D,F,P,D,D,P,F
1,2022,D,C,P,D,D,P,P,D
3,2021,A,B+,A,C+,B,C,B+,B+
3,2021,B,B+,A,B,A,B,B+,B+
2,2022,B,A,B+,B+,C+,B,B,B+
1,2022,B+,B,B,B,C+,C+,C+,B+
3,2020,F,F,F,F,F,P,D,F
2,2020,P,F,P,F,F,P,P,F
2,2021,C,C+,C,B,D,C+,C,C+
2,2020,P,C,D,D,F,D,D,D
3,2023,F,F,C+,F,C,C,C,F
3,2023,D,C,C,C,D,C,P,C
3,2021,P,C+,C,C+,C,D,C,C+
1,2020,D,F,F,F,D,F,F,F
3,2020,P,P,P,P,D,D,P,D
1,2023,C+,B+,D,C+,C,A,F,C+
2,2020,S,S,S,S,S,S,S,S
1,2020,D,C,D,D,C+,C+,C+,C
1,2021,S,S,S,S,S,S,S,S
3,2020,F,F,F,F,F,F,F,F
3,2022,B+,A,F,C,B+,B,S,C+
2,2020,B,S,A,A,B,S,A,A+
3,2022,A,A,B+,B,A,B+,A+,A
2,2020,B,C+,C+,C+,C+,C+,C+,B
2,2023,B,B,B,A+,A+,A+,A,A
1,2020,B,S,B,S,A,S,S,S
3,2021,C,B,S,B,A,S,S,A
3,2022,D,F,P,P,D,P,F,F
2,2023,A,B,A,A,B,B+,B+,A
3,2022,B+,B,B+,B,A+,B,B,B+
1,2022,F,F,F,F,F,F,F,F
1,2020,P,P,P,D,P,C,D,D
2,2023,C,D,D,P,D,C,D,C
2,2020,P,D,P,C,D,C+,P,C
1,2023,P,P,P,C,P,F,C+,P
2,2022,B,B+,B,B,B+,A,B+,B+
3,2020,C+,C+,B+,B,C,C+,C+,B
3,2020,P,F,P,D,D,C,P,F
3,2023,P,F,F,F,P,F,F,F
3,2023,B,D,C,C,C+,P,C+,C+
2,2023,P,F,D,A,S,C+,S,C
2,2022,B+,C+,B+,C+,C+,B,A,B+
3,2021,C+,C,C+,C,D,C+,D,C+
1,2021,S,S,B,S,S,S,S,S
1,2021,P,D,D,D,C,D,F,P
3,2023,P,F,F,F,F,F,F,F
3,2021,P,D,F,P,P,P,D,F
1,2023,F,F,F,F,F,F,F,F
2,2021,P,F,F,F,D,F,F,F
2,2020,B,B,B,C+,B+,B,B,B+
2,2021,A,A+,A,A,A,A,A+,A+
3,2020,F,F,F,F,F,F,F,F
2,2022,F,F,F,F,F,F,F,F
1,2023,C,C,C+,C+,B,D,B,C+
1,2023,P,F,P,F,F,F,F,F
3,2021,D,D,C,D,C,C,D,C
3,2023,B,C+,C,B+,B,C+,B,B
1,2020,S,A+,A+,S,S,A+,A+,S
2,2020,F,P,F,F,F,F,F,F
2,2022,F,D,C+,D,P,D,D,P
3,2023,D,D,D,F,D,C,D,P
1,2023,S,S,A+,A,A,S,A,S
1,2022,C,C,D,C,D,D,P,C
2,2020,F,F,D,F,C+,D,B,F
1,2022,F,F,F,F,F,F,D,F
2,2022,F,F,F,F,F,F,F,F
3,2021,S,S,S,S,S,S,S,S
3,2021,C,C+,D,C+,P,C,C+,C+
1,2023,A+,S,S,A+,S,A+,S,S
2,2022,D,D,C,P,D,D,P,C
1,2021,D,C,P,F,C,D,C,P
1,2023,C+,B,C+,B,C+,C,B,B
2,2023,C,P,F,C,D,P,P,F
1,2022,S,S,S,S,S,S,S,S
3,2023,D,D,P,P,D,C,F,P
1,2020,F,F,F,P,F,F,F,F
1,2023,D,C+,D,C+,C,C,C,C+
2,2023,B+,C,B,B,B,B,B+,B+
1,2020,F,F,F,F,F,F,F,F
2,2022,C+,B,C,D,C,C+,B+,C+
2,2023,D,P,P,P,F,P,F,F
3,2023,P,F,F,D,P,C,P,F
1,2022,P,P,P,P,F,P,D,P
2,2023,C,D,D,D,P,D,C,C
3,2021,C,C,B,D,C,C,C+,C+
2,2020,C,C,C,D,C+,B,C+,C+
3,2021,D,S,S,C+,S,C+,A,A
2,2020,C,D,C,C+,C,D,C,C+
2,2023,C,C,C+,C,B,C+,C+,C+
3,2023,B,B,B,B,B+,B,B,B+
1,2022,B+,A,A+,A,A,A,A,A+
2,2022,B,B,D,S,S,S,S,A
1,2020,C+,C,D,D,D,F,P,D
2,2022,B,C+,C+,B,B,B+,C,B
2,2023,A,S,S,S,S,S,S,S
3,2020,B+,F,F,P,F,F,F,F
3,2022,D,C,B,C+,C+,B,C+,C+
2,2021,C,B,C+,C+,C,C+,C+,B
2,2023,S,S,S,S,A+,S,S,S
2,2021,S,S,A+,S,S,S,S,S
2,2022,F,F,F,F,F,F,F,F
2,2023,F,A+,C,B+,C,C,D,C
1,2023,C+,B,C+,B,B+,B,B,B
3,2022,F,F,P,F,F,F,F,F
1,2022,F,F,F,P,P,D,F,F
2,2021,F,F,F,P,F,F,F,F
1,2021,P,D,P,P,D,F,P,P
1,2020,D,P,C,C,D,C,D,C
1,2023,B,C,C,P,B,A,C+,C+
1,2022,B+,A+,B,A,A,A+,S,A+
1,2023,B+,A,A,B+,A+,A,S,A+
1,2022,F,F,F,P,F,F,F,F
3,2022,D,C,D,C+,C,C,F,D
2,2021,F,F,F,F,F,F,F,F
1,2021,A,B+,S,C+,A+,C,B,A
1,2022,P,C,P,D,P,D,D,D
1,2023,B,B+,B,C+,B,C+,B+,B+
3,2023,P,P,P,P,F,P,P,P
3,2020,A+,B,A+,S,C+,F,S,A
3,2022,D,S,S,A+,S,F,C+,B+
2,2023,F,F,F,F,F,F,F,F
2,2020,F,F,F,F,P,F,F,F
3,2021,P,C,F,D,C+,C+,P,P
3,2020,S,S,B,A,S,S,S,S
1,2023,C,D,P,D,D,P,P,D
1,2022,B+,A,A,A+,A,S,A+,A+
2,2022,C,D,C,C+,C+,C+,B,C+
3,2020,S,S,P,C+,P,B+,F,B
1,2022,F,F,P,P,D,D,F,F
1,2020,C+,B,B+,B,B+,C+,B,B+
1,2020,S,S,S,S,S,A+,S,S
3,2022,F,D,C,F,P,F,B,F
1,2020,P,F,P,F,P,D,F,F
3,2023,C,P,D,P,C,D,P,D
3,2022,B,A,B+,B,A,A,B+,A
3,2020,C+,D,B+,B+,C,C+,C+,B
1,2023,F,F,F,F,F,F,F,F
3,2023,B,C+,B+,B+,C+,B+,A,B+
1,2021,P,P,F,C,C,D,C,F
1,2021,C,C,C,C,D,C,C,C+
1,2023,F,F,D,F,F,F,F,F
3,2020,C+,B,B+,B+,C+,B,B,B+
1,2023,D,B,C+,C,D,P,C+,C+
3,2022,D,D,C+,D,D,C,P,C
3,2022,D,F,P,P,D,D,F,F
3,2022,P,D,P,P,C+,P,C,D
2,2021,S,B,A,S,S,S,F,A
1,2023,C+,C+,C+,B,B,C,C+,B
2,2021,S,S,A+,S,S,S,S,S
3,2022,B,A,S,B,A+,D,S,A
2,2022,P,D,D,F,P,D,F,F
3,2020,B+,C+,C+,B+,C,B,B,B
1,2022,A,A+,A,B+,B+,A+,B,A
3,2021,F,D,B,F,S,C,B,F
2,2021,S,S,S,S,S,S,S,S
1,2020,F,F,P,F,F,F,P,F
2,2021,C+,S,A,A+,B+,A+,B,A+
3,2022,P,F,F,F,P,P,F,F
2,2021,S,S,S,B+,S,S,C+,S
3,2021,C+,C+,B,C+,D,C,C,C+
3,2023,C,C+,D,C+,C,C+,C,C+
1,2023,B,B,B,A,A,A,A,A
2,2022,C,P,D,C,D,D,F,D
2,2021,F,A,B,B+,S,A,F,C
2,2020,C,C,C,P,B,C,C+,C+
2,2021,P,F,D,C,F,F,P,F
1,2020,C+,F,F,D,F,C,C+,F
2,2023,C+,D,C,C,C+,C,C+,C+
2,2020,F,P,P,F,D,F,P,F
2,2020,F,P,D,P,D,P,P,F
3,2022,F,P,F,P,P,F,D,F
2,2023,P,D,D,C,F,D,D,D
1,2021,P,F,F,P,F,F,F,F
2,2023,P,D,C,C,C,P,D,C
2,2023,A,B+,B,B,C+,B+,A,B+
2,2020,F,F,F,F,F,F,F,F
2,2022,F,F,P,F,F,F,F,F
1,2023,A,C,C,B,B,C+,C+,B
3,2021,B,C,C+,F,P,F,C,F
1,2021,F,F,F,F,F,F,F,F
1,2023,F,F,F,F,F,S,B,F
3,2023,P,C+,P,F,F,F,F,F
2,2021,C+,C+,B+,B,B+,B,B,B+
3,2022,P,F,D,P,F,C,C,F
2,2020,C+,C+,C+,C+,A,C+,C,B
2,2021,F,F,F,F,F,F,F,F
3,2023,F,D,P,F,P,D,P,F
2,2020,B,B,C+,C+,C,C+,C,B
2,2020,F,S,P,C,F,A,F,F
1,2023,C+,C,P,C+,C+,D,C+,C+
3,2021,F,P,C,D,P,P,P,F
2,2020,F,P,F,P,F,F,F,F
2,2020,B,C+,B,C+,C+,B,B+,B
2,2020,B+,B+,A,C+,B+,A+,A,A
3,2023,P,F,D,D,F,P,P,F
1,2020,A+,A,A,A+,A,A+,S,A+
3,2021,S,A,A,A,A+,A+,A+,A+
2,2020,S,S,S,S,S,A+,S,S
3,2021,A,B+,A+,B,S,A+,A,A+
2,2021,F,F,F,P,F,F,F,F
1,2021,F,F,F,F,F,F,F,F
2,2020,C+,C,C,C+,C,C,C,C+
1,2022,F,F,F,F,F,F,F,F
1,2021,F,F,F,F,F,F,F,F
3,2020,A+,B+,A+,A,A+,A+,S,A+
2,2022,P,F,P,C+,D,D,F,F
1,2020,F,P,F,F,D,F,F,F
3,2020,F,F,F,F,F,F,F,F
2,2023,S,S,C,S,S,D,S,S
2,2023,C,C,P,P,C,F,D,D
3,2022,D,D,P,P,D,P,C,D
1,2020,A+,S,D,B+,D,A,A+,A
3,2021,C+,F,F,F,F,F,F,F
3,2021,B,B+,A,B+,B+,A,B,A
2,2020,F,F,F,F,F,F,F,F
1,2020,B+,B+,S,A,A,D,C,A
1,2022,P,P,F,P,P,P,D,F
3,2020,P,D,D,C,P,P,C+,C
3,2021,C,C+,B,B,B+,B+,B,B
1,2022,B+,A,B+,B,B,B+,B+,A
1,2021,F,F,F,F,F,F,F,F
1,2021,F,F,F,P,F,F,F,F
3,2022,C,C,C,D,C,C,D,C
2,2021,A+,S,S,S,S,S,S,S
3,2020,F,F,F,F,F,F,F,F
1,2023,F,F,F,P,F,F,F,F
1,2023,A+,A,B+,A+,B+,A+,A,A+
2,2020,C+,B,C,C+,B,D,C+,B
1,2022,F,F,F,F,F,F,F,F
3,2021,B+,S,A+,C+,S,S,C,A+
1,2023,C+,P,S,D,A+,S,F,C+
2,2022,P,C,F,P,F,D,P,F
3,2020,C+,P,F,D,D,D,P,P
3,2022,F,P,F,D,P,F,P,F
2,2023,A,D,P,B+,F,P,F,D
2,2022,A+,S,B+,B+,F,B+,D,B+
2,2023,C,C+,C,C+,C+,C,C,C+
1,2020,F,P,P,F,D,F,D,F
1,2022,B,B,C+,B+,A,C+,B,B+
2,2020,D,P,P,D,D,P,P,D
1,2022,F,F,F,F,P,F,F,F
1,2020,C,F,D,D,D,F,C,F
1,2022,D,C,F,F,C,D,C,F
1,2021,A+,A,S,A+,A+,A+,S,S
3,2023,B+,B+,B+,A+,B+,B,B,A
1,2021,P,P,D,F,D,D,D,F
3,2020,F,C,C+,B,C,C+,B+,D
1,2020,B+,B+,B,B+,C,B+,B,B+
1,2021,S,S,S,S,S,A+,A+,S
3,2022,F,F,F,F,F,F,F,F
3,2023,P,F,F,F,F,F,F,F
1,2023,C+,D,C,C+,C+,C+,C+,C+
2,2020,C,B,B,C,B,B,C+,B
2,2021,B+,A,B+,B+,C+,A,A,A
2,2020,C+,C,D,C+,C+,C+,C,C+
1,2020,F,C,F,F,F,C,P,F
2,2020,F,F,F,P,P,A+,F,F
2,2020,A+,B+,A+,B+,A+,A+,A+,A+
3,2023,P,P,D,D,D,F,D,P
1,2021,F,F,F,F,F,F,F,F
2,2023,D,C,C+,D,C,C,B,C+
1,2021,S,S,S,S,S,S,B+,S
3,2023,B,B,B,B,B,B+,B+,B+
1,2023,P,D,F,C,F,P,D,F
3,2022,C,D,C,C,D,C+,C,C
1,2020,S,S,S,S,S,A,S,S
3,2021,F,F,F,P,F,F,F,F
3,2020,C+,F,A+,B+,A+,C,S,C+
2,2023,P,D,C,D,P,F,D,P
2,2020,F,A+,P,F,F,F,A+,F
2,2021,F,F,F,F,P,F,F,F
3,2022,F,C,B,B+,C,B,C,D
3,2022,B,C+,D,B,C+,C,C+,B
2,2023,F,P,F,F,P,F,F,F
1,2020,B,C,B+,A+,B,B,A,B+
2,2023,D,C+,C,D,D,C,C+,C
2,2022,A,A+,A,A+,A,B,B+,A+
3,2022,S,P,P,F,B+,B,F,P
2,2022,C+,C,C+,D,C,P,B,C+
1,2022,C,C+,B,C,C,D,C,C+
1,2020,B+,C+,C+,B,C+,C+,B,B
1,2021,S,S,F,B,P,C+,P,C+
2,2020,P,D,P,D,P,P,D,D
2,2023,S,B,S,S,C+,S,S,S
1,2021,B,A,B,B,C+,B+,B,B+
3,2020,C+,B,B+,F,A+,F,B+,D
2,2020,A,A,A,S,A+,A+,B+,A+
1,2020,F,F,F,F,F,F,F,F
2,2021,A+,B+,A,B,B+,A,B,A
3,2020,S,S,S,A+,S,S,S,S
1,2021,S,S,A,S,S,S,S,S
2,2021,D,F,D,D,P,F,F,F
1,2022,A+,A,B,B+,B+,C+,B+,A
2,2021,C,B,D,C+,C+,C+,C+,C+
2,2022,C+,C,C+,C+,D,D,C+,C+
3,2023,C,A,B,B+,B,C+,A,B+
2,2022,P,C,D,P,D,D,P,D
1,2023,B,B+,B+,B+,A+,B+,B+,A
1,2020,C,C,C+,C,C,D,C+,C+
3,2023,F,F,F,F,F,F,P,F
2,2023,B,A,B,C+,A,B,A,B+
3,2020,S,A+,S,A+,S,S,S,S
1,2021,B,S,F,A+,F,S,S,C+
3,2023,C,C,F,F,C,F,P,F
2,2023,C,C+,P,C,C,C+,B,C+
3,2022,C,C+,C,C+,C,C+,D,C+
1,2022,P,D,F,P,F,P,C+,F
1,2023,A,B,C+,B+,B,B+,C+,B+
1,2022,C,P,D,P,D,C,P,D
2,2022,D,D,P,D,P,P,C+,D
1,2022,C+,B+,B,B,C+,B,C+,B
1,2021,B+,S,S,A,B,S,C+,A+
2,2021,S,S,S,S,C,C,P,S
1,2022,B+,B+,A,B,B,A+,B+,A
2,2023,C+,C+,C+,C+,C,P,C,C+
2,2023,C+,B+,D,C+,D,B,B,B
1,2022,F,F,F,F,F,F,F,F
3,2023,F,P,D,F,D,D,D,F
1,2023,S,S,S,S,B+,S,A+,S
3,2022,A+,S,A+,S,S,S,S,S
1,2020,F,F,F,F,F,F,P,F
1,2022,B+,A,A,A,A,A,A+,A+
3,2021,F,F,F,F,F,F,F,F
2,2021,C,C,D,C,C,C,D,C
2,2023,A+,S,S,A+,S,S,S,S
3,2022,F,F,F,F,F,F,F,F
3,2020,P,F,P,F,C,P,D,F
3,2023,P,F,P,F,C,F,C,F
3,2023,S,A,C,S,S,D,S,A+
3,2022,F,D,F,F,F,F,F,F
1,2020,F,P,F,F,F,F,P,F
2,2020,A+,S,S,S,S,S,S,S
1,2023,A+,S,A+,A+,A,A+,S,S
1,2023,F,F,P,F,F,F,F,F
3,2022,D,C,C+,C,B,D,C,C+
3,2022,F,F,P,F,F,F,F,F
1,2023,D,C,B,P,B,P,C,C
1,2022,A+,A,A,A,A,A,S,A+
3,2020,B,B,C+,B,B+,B+,B,B+
1,2022,C+,D,C+,C,C,D,C,C+
2,2023,B,C+,B+,B+,A,A+,A,B+
