semester,years,subj1,subj2,subj3,Final_Grade
4,2023,F,F,F,F
4,2022,S,S,S,S
4,2021,B,B,B,C+
4,2023,A,A+,S,A+
4,2021,F,P,F,F
4,2023,S,S,S,S
4,2023,C,P,P,P
4,2021,C,P,F,F
4,2021,B,B+,B,C+
4,2022,B+,B+,B+,B
4,2023,F,B,F,F
4,2020,A,B+,A,B+
4,2020,D,P,F,F
4,2020,F,C,P,F
4,2023,F,F,F,F
4,2021,B+,A,B,B
4,2020,C,C+,C+,C
4,2022,A+,S,S,A+
4,2021,P,P,D,P
4,2023,A,C+,B,B
4,2020,A,A,B,B
4,2023,C,C,C+,C
4,2020,S,A+,S,S
4,2020,F,F,F,F
4,2023,C+,C+,B+,C+
4,2023,F,P,F,F
4,2023,P,F,P,F
4,2021,P,F,P,F
4,2021,P,C,P,P
4,2023,B,B,C+,C+
4,2022,B+,B,B,B
4,2021,F,F,F,F
4,2023,A+,A+,A,B+
4,2020,C,D,D,D
4,2021,F,F,F,F
4,2022,P,D,D,P
4,2022,F,F,F,F
4,2021,C,C+,B+,C+
4,2023,D,F,F,F
4,2021,C,D,C+,C
4,2020,C+,A,B+,B
4,2020,B,C+,C+,C+
4,2022,F,F,F,F
4,2023,C,P,C,D
4,2022,D,C,D,D
4,2021,C,C,C+,C
4,2021,C+,B+,B,C+
4,2021,C,D,C,D
4,2020,C,C,B,C+
4,2021,C,C,D,D
4,2023,F,F,F,F
4,2023,C+,C,B,C+
4,2023,A,A+,A+,A
4,2020,S,A+,A,A
4,2022,S,S,A,A
4,2021,F,F,F,F
4,2020,F,F,F,F
4,2021,B+,A+,A+,B+
4,2021,P,D,C+,D
4,2023,P,D,D,P
4,2022,B+,B+,B+,B
4,2022,A+,S,S,A+
4,2021,P,F,P,F
4,2021,D,P,F,F
4,2022,B+,B+,A,B+
4,2020,P,F,D,F
4,2022,B+,B,A,B+
4,2022,C+,B+,A,B
4,2022,C+,C+,C+,C
4,2020,B+,A+,B+,B
4,2023,F,D,P,F
4,2021,C,D,P,P
4,2020,C+,C+,C+,C
4,2022,A,B,B+,B
4,2021,S,S,S,S
4,2021,D,F,P,F
4,2023,B+,B,B,B
4,2020,S,S,S,S
4,2023,D,P,F,F
4,2023,B,C,C,C
4,2023,C+,B,C+,C
4,2023,A+,A,A,B+
4,2020,B+,A,B+,B
4,2021,F,P,F,F
4,2023,F,F,F,F
4,2021,F,B,F,F
4,2020,C+,C,C+,C
4,2021,D,C,D,D
4,2023,D,C+,D,D
4,2022,A+,B,B+,B+
4,2021,F,F,F,F
4,2023,B+,B+,B,B
4,2021,C,C+,D,D
4,2023,D,D,D,D
4,2020,S,A+,S,S
4,2023,A,B,B,B
4,2020,B,B+,B+,B
4,2023,B,B,C+,C+
4,2020,C+,B,B+,B
4,2021,P,F,F,F
4,2023,C,C,C,D
4,2023,A,A+,A,B+
4,2022,B,B+,B,C+
4,2020,S,S,S,S
4,2020,D,C+,D,D
4,2023,C,C+,C,C
4,2021,S,S,A,A
4,2020,D,C,S,B+
4,2023,C,C,P,P
4,2022,C,F,P,F
4,2020,C+,C,B,C+
4,2023,C+,C+,B,C+
4,2022,B,B+,B,C+
4,2020,B,B,B,C+
4,2023,B+,A,A+,B+
4,2023,S,C+,B+,B+
4,2020,F,P,P,F
4,2021,D,B,C,D
4,2022,A+,A+,A+,A
4,2021,F,F,F,F
4,2022,S,S,D,C+
4,2022,C+,C,C+,C
4,2020,F,F,F,F
4,2020,D,D,D,D
4,2022,B+,S,A,B+
4,2020,B+,C,C+,C+
4,2022,A,B+,B+,B
4,2022,B+,A,A,B+
4,2020,D,C,C,D
4,2021,A,A+,A,B+
4,2023,C+,B+,B+,B
4,2022,A,A,A+,A
4,2021,B,B,B,C+
4,2023,S,S,S,S
4,2023,D,F,F,F
4,2023,B,A,A,B+
4,2021,B,B,S,A
4,2021,B,B+,B+,B
4,2021,S,A+,B,B+
4,2023,D,D,P,P
4,2021,F,P,F,F
4,2020,F,P,C,F
4,2021,B+,C,C+,C+
4,2023,S,S,S,S
4,2022,F,D,F,F
4,2020,C+,C,D,D
4,2020,C+,B,B+,B
4,2020,P,F,F,F
4,2023,P,D,P,P
4,2023,S,S,A+,A+
4,2023,B,C+,C+,C+
4,2023,B,C+,B+,B
4,2023,S,S,S,S
4,2023,P,F,F,F
4,2023,F,F,P,F
4,2020,D,P,P,P
4,2023,B,B,B,C+
4,2022,F,D,F,F
4,2021,C+,C,B,C+
4,2021,S,S,A,A
4,2023,B+,A+,C+,C+
4,2021,F,F,F,F
4,2020,F,P,F,F
4,2022,B+,D,C,C
4,2023,F,F,P,F
4,2022,B,B,C+,C+
4,2023,B,B,A+,B+
4,2023,F,P,F,F
4,2022,D,D,D,D
4,2021,A+,A,A,B+
4,2023,F,P,D,F
4,2023,C,D,F,F
4,2022,B+,A,B,B
4,2022,P,F,D,F
4,2020,C,D,C,D
4,2020,S,S,S,S
4,2022,A,C+,B+,B
4,2022,C+,D,P,D
4,2022,S,S,A+,A+
4,2021,C,P,D,D
4,2023,F,F,F,F
4,2023,S,A,B,B+
4,2021,F,F,F,F
4,2023,P,F,F,F
4,2022,C,C+,C+,C
4,2023,D,F,F,F
4,2022,B,A,C+,C+
4,2021,F,P,F,F
4,2022,D,F,D,F
4,2021,S,B,S,A+
4,2020,B+,B+,B+,B
4,2020,P,C,D,P
4,2022,C,F,F,F
4,2020,P,C+,D,P
4,2023,B+,B+,B+,B
4,2020,C,F,F,F
4,2021,S,S,S,S
4,2021,F,P,D,F
4,2022,C+,C+,C,C
4,2020,S,A+,A,A
4,2022,A+,S,S,A+
4,2021,C+,B+,B+,B
4,2020,P,F,F,F
4,2021,D,C,C,D
4,2023,B+,A,B+,B
4,2022,B+,C,B,C+
4,2023,S,S,S,S
4,2020,F,F,F,F
4,2023,A+,A,B+,B+
4,2021,B,B,C+,C+
4,2021,B+,B+,B+,B
4,2021,F,D,F,F
4,2023,S,S,A+,A+
4,2021,S,S,A,A
4,2020,F,F,F,F
4,2022,C+,D,D,D
4,2021,B+,B+,S,A
4,2023,A,B+,B+,B
4,2022,C,C,C,D
4,2020,C,C+,C+,C
4,2022,B,B+,C+,C+
4,2022,B+,C,C+,C+
4,2023,F,F,F,F
4,2021,C,C,C+,C
4,2020,C,B,C+,C
4,2023,S,A+,A+,A+
4,2021,B,A,B,C+
4,2022,C,C+,C,C
4,2022,A+,D,B,B
4,2020,D,D,D,D
4,2020,C+,D,F,F
4,2023,D,C+,C+,C
4,2023,B+,S,S,A+
4,2023,C+,B+,A,B
4,2022,P,P,F,F
4,2020,P,P,D,P
4,2023,F,F,P,F
4,2020,C+,C+,C,C
4,2022,S,S,S,S
4,2022,F,P,F,F
4,2021,C,B,C,C
4,2023,F,F,P,F
4,2022,B,C+,B+,B
4,2021,F,F,F,F
4,2023,S,S,S,S
4,2022,B,B,B,C+
4,2022,B+,B+,A+,B+
4,2022,S,B+,S,A+
4,2022,S,S,S,S
4,2022,S,B+,A,A
4,2023,P,D,C,D
4,2023,C,B+,C+,C
4,2021,B+,B+,C+,C+
4,2022,D,B+,C+,C
4,2021,S,S,A+,A+
4,2022,F,F,F,F
4,2020,D,P,P,P
4,2021,B+,B+,B,B
4,2020,S,S,A+,A+
4,2020,B,B,B,C+
4,2020,F,F,F,F
4,2023,S,S,A+,A+
4,2020,S,A,S,S
4,2021,C,S,F,F
4,2022,F,F,F,F
4,2020,A,C+,B+,B
4,2021,B,B,B,C+
4,2021,B,A,A,B+
4,2022,F,F,F,F
4,2023,B,A,B+,B
4,2021,S,A+,A+,A+
4,2022,C+,B,A,B
4,2022,A,S,A,B+
4,2023,S,S,S,S
4,2022,B,A,A,B+
4,2021,S,A,A,A
4,2023,B+,A,B,B
4,2023,A,A,B,B
4,2023,D,C+,D,D
4,2023,F,F,F,F
4,2020,S,B,A+,A
4,2022,F,P,F,F
4,2022,P,P,P,P
4,2021,A,A,B+,B+
4,2020,B,A+,B,B
4,2023,B+,S,A,B+
4,2021,D,P,P,P
4,2022,C,P,D,D
4,2021,B+,B+,C+,C+
4,2021,B+,B+,B,B
4,2022,A,B,B+,B
4,2022,B,C+,B,C+
4,2020,F,D,F,F
4,2020,F,P,F,F
4,2021,C+,C,B,C+
4,2020,C,D,D,D
4,2023,F,C,F,F
4,2023,C,P,C,D
4,2021,C+,C,C+,C
4,2020,F,F,F,F
4,2020,P,P,P,P
4,2023,B+,F,C+,C
4,2020,S,S,S,S
4,2020,C,C+,D,D
4,2021,S,S,S,S
4,2020,F,F,F,F
4,2022,A,S,C,C+
4,2020,S,A,A,A
4,2022,A,A+,B,B
4,2020,C+,C+,C+,C
4,2023,B,A,A+,B+
4,2020,S,S,S,S
4,2021,B,S,B,B
4,2022,F,F,P,F
4,2023,B,B+,A,B
4,2022,B,B,B,C+
4,2022,F,F,F,F
4,2020,P,D,D,P
4,2023,D,D,P,P
4,2020,D,P,C,D
4,2023,P,C+,C,D
4,2022,B+,B+,B,B
4,2020,C+,C+,B,C+
4,2020,F,P,D,F
4,2023,F,F,F,F
4,2023,D,C+,C,D
4,2023,F,S,A,D
4,2022,C+,A,C+,C+
4,2021,C,D,C,D
4,2021,S,S,S,S
4,2021,D,F,D,F
4,2023,F,F,F,F
4,2021,D,D,P,P
4,2023,F,F,F,F
4,2021,F,F,F,F
4,2020,B,B,C+,C+
4,2021,A+,A+,A,B+
4,2020,F,F,F,F
4,2022,F,F,F,F
4,2023,C,B,C+,C
4,2023,F,F,F,F
4,2021,D,D,D,D
4,2023,C+,B,B+,B
4,2020,A+,A+,S,A+
4,2020,P,F,F,F
4,2022,D,D,D,D
4,2023,D,D,F,F
4,2023,S,A,A,A
4,2022,C,P,C,D
4,2020,F,B,F,F
4,2022,F,D,F,F
4,2022,F,F,F,F
4,2021,S,S,S,S
4,2021,C+,C+,C+,C
4,2023,S,S,A+,A+
4,2022,D,P,P,P
4,2021,C,C,F,F
4,2023,B,B,B,C+
4,2023,P,P,C,D
4,2022,S,S,S,S
4,2023,D,F,P,F
4,2020,F,F,P,F
4,2023,C+,C,C+,C
4,2023,C,B+,B,C+
4,2020,F,F,F,F
4,2022,B,B+,D,C
4,2023,P,F,P,F
4,2023,F,P,D,F
4,2022,P,D,P,P
4,2023,D,C,D,D
4,2021,C,C+,D,D
4,2020,C,C+,D,D
4,2021,S,A,C+,B
4,2020,D,C,C+,C
4,2023,C,C+,C,C
4,2023,B,B,B,C+
4,2022,A,A,A,B+
4,2022,B,S,S,A
4,2020,C,P,D,D
4,2022,C+,C,B,C+
4,2023,S,S,S,S
4,2020,F,F,P,F
4,2022,C,C+,C+,C
4,2021,B,C+,C+,C+
4,2023,S,S,S,S
4,2021,S,S,S,S
4,2022,F,F,F,F
4,2023,A+,D,B+,B
4,2023,B,B,B,C+
4,2022,F,F,F,F
4,2022,F,F,P,F
4,2021,F,F,P,F
4,2021,D,P,P,P
4,2020,P,D,C,D
4,2023,C,C+,P,P
4,2022,A+,S,A,A
4,2023,A,S,B+,B+
4,2022,F,F,P,F
4,2022,C,F,C+,D
4,2021,F,F,F,F
4,2021,B+,B,C+,C+
4,2022,C,D,D,D
4,2023,B+,B+,C+,C+
4,2023,P,P,P,P
4,2020,B,S,S,A
4,2022,S,C+,A+,A
4,2023,F,F,F,F
4,2020,F,F,F,F
4,2021,C,P,D,D
4,2020,S,S,A,A
4,2023,D,P,D,P
4,2022,A,A+,A+,A
4,2022,D,B,C+,C
4,2020,S,F,C+,C+
4,2022,F,F,P,F
4,2020,B,B,B,C+
4,2020,S,S,S,S
4,2022,D,B,F,F
4,2020,F,F,F,F
4,2023,P,P,P,P
4,2022,A,B+,B,B
4,2020,D,C+,B+,C+
4,2023,F,F,F,F
4,2023,C+,A,B+,B
4,2021,P,C,C,D
4,2021,C,C,C,D
4,2023,F,F,F,F
4,2020,B,B,B+,B
4,2023,B,C+,C,C
4,2022,D,P,D,P
4,2022,F,F,P,F
4,2022,D,C,P,P
4,2021,B,F,S,B+
4,2023,C+,C+,B,C+
4,2021,S,S,S,S
4,2022,A,S,B,B
4,2022,D,F,F,F
4,2020,C+,B,B+,B
4,2022,A+,B,B+,B+
4,2021,D,B,F,F
4,2021,S,S,S,S
4,2020,F,P,F,F
4,2021,S,B,A+,A
4,2022,F,F,F,F
4,2021,S,C+,B+,B+
4,2021,C+,C,C+,C
4,2023,C+,C,C+,C
4,2023,B,A,A,B+
4,2022,P,F,C,P
4,2021,A,F,B+,C+
4,2020,C,C+,P,P
4,2021,F,P,C,F
4,2020,F,C+,D,F
4,2023,D,C+,C,D
4,2020,P,P,F,F
4,2020,P,P,P,P
4,2022,P,D,P,P
4,2023,D,D,C,D
4,2021,F,F,P,F
4,2023,D,D,C,D
4,2023,B+,A,B,B
4,2020,F,F,F,F
4,2022,F,F,F,F
4,2023,C,C+,B,C+
4,2021,C,C,F,F
4,2021,F,F,F,F
4,2023,F,B,F,F
4,2023,C+,F,F,F
4,2021,C+,B,B,C+
4,2022,F,C,P,F
4,2020,C+,C,C+,C
4,2021,F,F,F,F
4,2023,D,P,F,F
4,2020,B,C,C+,C+
4,2020,S,F,C,C
4,2023,C,C+,C+,C
4,2021,P,P,D,P
4,2020,P,F,P,F
4,2020,C+,B+,C+,C+
4,2020,B+,A,C+,C+
4,2023,F,P,D,F
4,2020,A,S,A+,A
4,2021,A,A+,A,B+
4,2020,S,S,S,S
4,2021,B+,A,B,B
4,2021,F,F,P,F
4,2021,F,F,F,F
4,2020,C,C,C+,C
4,2022,F,F,F,F
4,2021,F,F,F,F
4,2020,B+,S,A,B+
4,2022,F,F,C+,F
4,2020,P,F,F,F
4,2020,F,F,F,F
4,2023,S,S,S,S
4,2023,C,D,P,P
4,2022,D,C,P,P
4,2020,S,A+,B+,B+
4,2021,F,F,F,F
4,2021,B+,B,B+,B
4,2020,F,F,F,F
4,2020,B+,C,A,B
4,2022,P,D,P,P
4,2020,D,C+,C,D
4,2021,C+,B,B,C+
4,2022,A,B+,B,B
4,2021,F,F,F,F
4,2021,F,F,P,F
4,2022,C,D,D,D
4,2021,S,S,S,S
4,2020,F,F,F,F
4,2023,F,F,P,F
4,2023,A,A,A+,A
4,2020,B,C+,C+,C+
4,2022,F,F,F,F
4,2021,S,C,C+,B
4,2023,P,F,D,F
4,2022,C,P,P,P
4,2020,P,P,D,P
4,2022,P,P,D,P
4,2023,D,F,B+,C
4,2022,S,D,B+,B+
4,2023,C+,C,C+,C
4,2020,P,D,F,F
4,2022,B,B,B+,B
4,2020,P,P,D,P
4,2022,F,F,F,F
4,2020,F,C,D,F
4,2022,C,C,F,F
4,2021,A,S,A+,A
4,2023,B+,B,A+,B+
4,2021,P,D,F,F
4,2020,C,B+,B,C+
4,2020,B+,B,B+,B
4,2021,S,A+,S,S
4,2022,F,F,F,F
4,2023,F,F,F,F
4,2023,D,C+,C+,C
4,2020,B,C+,C,C
4,2021,A,A,B+,B+
4,2020,C,C,C+,C
4,2020,C,P,F,F
4,2020,F,F,P,F
4,2020,B+,A+,B+,B
4,2023,P,D,D,P
4,2021,F,F,F,F
4,2023,C,B,D,D
4,2021,S,B+,S,A+
4,2023,B,B+,B,C+
4,2023,D,D,C,D
4,2022,D,C,C,D
4,2020,S,S,S,S
4,2021,F,F,P,F
4,2020,F,S,B+,P
4,2023,D,D,D,D
4,2020,A+,A+,F,F
4,2021,F,F,F,F
4,2022,C,C,B+,C+
4,2022,C+,C+,B,C+
4,2023,P,F,F,F
4,2020,C,A,A+,B+
4,2023,C+,C+,D,D
4,2022,A+,B+,A+,A
4,2022,P,F,F,F
4,2022,C,B,D,D
4,2022,C+,C,C,C
4,2020,C+,B,B,C+
4,2021,S,P,B,B
4,2020,D,D,D,D
4,2023,B,S,S,A
4,2021,A,B,B,B
4,2020,B,B+,F,F
4,2020,A,B+,S,A+
4,2020,F,F,F,F
4,2021,B+,B,B,B
4,2020,S,S,A+,A+
4,2021,S,S,S,S
4,2021,F,F,D,F
4,2022,A,B+,B+,B
4,2021,B,C+,C+,C+
4,2022,C,C+,C+,C
4,2023,A,A,B+,B+
4,2022,C,P,P,P
4,2023,B+,B+,B+,B
4,2020,C,C+,C,C
4,2023,F,P,F,F
4,2023,A,A,C+,C+
4,2020,A+,S,A+,A
4,2021,S,S,A+,A+
4,2023,C,P,F,F
4,2023,C+,B,C,C
4,2022,C+,D,C+,C
4,2022,D,C+,P,P
4,2023,B,C+,B+,B
4,2022,P,P,P,P
4,2022,D,C+,D,D
4,2022,B+,C+,B,C+
4,2021,S,C+,A,A
4,2021,S,P,S,A+
4,2022,B+,B+,B,B
4,2023,C+,C,C+,C
4,2023,B+,B,C+,C+
4,2022,F,F,F,F
4,2023,P,D,F,F
4,2023,S,A+,S,S
4,2022,S,S,S,S
4,2020,F,P,F,F
4,2022,A,A+,A,B+
4,2021,F,F,F,F
4,2021,C,D,C,D
4,2023,S,S,A+,A+
4,2022,F,F,F,F
4,2020,F,D,F,F
4,2023,F,C,F,F
4,2023,A,S,S,A+
4,2022,D,F,F,F
4,2020,P,P,F,F
4,2020,S,S,S,S
4,2023,S,S,A+,A+
4,2023,F,F,F,F
4,2022,C,C,C,D
4,2022,F,F,F,F
4,2023,C,C,P,P
4,2022,A,S,A,B+
4,2020,B,B,B,C+
4,2022,D,C,C,D
4,2023,C+,A,B+,B
4,2021,C,C+,C,C
4,2020,A,A,A+,A
4,2021,F,F,F,F
4,2020,C+,B,C+,C
4,2020,F,F,F,F
4,2023,D,D,F,F
4,2022,D,C,C,D
4,2022,A,B+,B+,B
4,2021,C,A,A+,B+
4,2022,A+,A+,S,A+
4,2020,F,F,F,F
4,2022,F,P,P,F
4,2023,D,B+,C+,C
4,2021,A+,A+,A,B+
4,2022,D,D,C+,C
4,2021,D,C+,C,D
4,2022,C+,C,D,D
4,2023,A,B,A,B+
4,2022,P,C,C,D
4,2023,A+,S,S,A+
4,2023,F,F,F,F
4,2023,C+,B+,B,C+
4,2022,S,S,S,S
4,2023,B+,C,C+,C+
4,2020,P,D,F,F
4,2020,B,B+,C+,C+
4,2020,A,S,S,A+
4,2020,D,D,D,D
4,2023,F,A+,C,F
4,2022,F,F,F,F
4,2023,F,F,F,F
4,2022,B,C+,C,C
4,2020,B+,A+,B,B
4,2020,D,D,C,D
4,2020,D,C+,D,D
4,2022,B+,A+,A,B+
4,2022,B,S,A,B+
4,2022,C+,B+,B+,B
4,2021,C+,C+,B,C+
4,2021,C+,D,C,C
4,2023,S,S,S,S
4,2020,F,P,F,F
4,2020,F,F,D,F
4,2023,C+,C+,D,D
4,2021,D,F,F,F
4,2023,F,F,F,F
4,2023,B+,A,B,B
4,2023,C,B,C,C
4,2020,B,A,B,C+
4,2023,B+,C+,F,F
4,2023,F,F,F,F
4,2020,B,B,A+,B+
4,2020,S,A+,S,S
4,2022,A,S,S,A+
4,2021,A+,S,B,B+
4,2020,F,F,P,F
4,2021,A+,A+,A+,A
4,2021,D,C+,P,P
4,2023,A,B+,C+,C+
4,2020,A,A,B+,B+
4,2020,F,F,P,F
4,2022,S,C,A,A
4,2021,A+,F,F,F
4,2023,P,P,P,P
4,2021,C,A+,S,A
4,2020,B,B,B+,B
4,2021,S,B+,F,F
4,2022,P,P,C+,D
4,2023,F,F,F,F
4,2022,B+,A,B+,B
4,2020,D,D,C+,C
4,2023,C,P,P,P
4,2021,F,F,F,F
4,2022,C,B+,C+,C
4,2022,C,D,C,D
4,2023,B+,B+,A,B+
4,2022,S,A,B,B+
4,2021,B,C+,C+,C+
4,2020,C,C+,C+,C
4,2023,P,D,D,P
4,2020,F,F,P,F
4,2021,F,A,D,F
4,2020,D,D,D,D
4,2021,B,B+,B+,B
4,2022,P,F,C+,P
4,2021,B+,B+,A+,B+
4,2021,B,B,S,A
4,2022,B+,A,B+,B
4,2022,F,D,P,F
4,2022,A+,S,S,A+
4,2022,A,A,A,B+
4,2021,B,S,B,B
4,2020,S,S,S,S
4,2023,C+,B+,C+,C+
4,2020,D,P,D,P
4,2022,F,F,F,F
4,2023,F,F,P,F
4,2022,F,D,P,F
4,2023,F,D,D,F
4,2022,B+,C+,B,C+
4,2022,F,F,F,F
4,2020,A+,A,A,B+
4,2021,B,B,F,F
4,2020,C,B+,C,C
4,2023,B,C,D,D
4,2021,B+,A,B,B
4,2021,F,F,F,F
4,2022,C,C,C,D
4,2021,S,A+,A+,A+
4,2021,D,F,F,F
4,2020,C,C,P,P
4,2023,F,F,F,F
4,2020,F,F,F,F
4,2022,B+,B+,A+,B+
4,2020,F,F,F,F
4,2021,B,C+,C+,C+
4,2022,C+,C,D,D
4,2020,B+,A,A,B+
4,2022,D,C+,D,D
4,2020,B+,A,A,B+
4,2021,A,B+,B+,B
4,2020,F,F,P,F
4,2023,B,B+,C+,C+
4,2022,B,B+,A,B
4,2020,B+,B,B,B
4,2023,A+,A+,F,F
4,2020,A,B+,A,B+
4,2020,S,A,S,S
4,2021,S,A+,S,S
4,2021,C,C,D,D
4,2021,F,F,F,F
4,2021,F,F,F,F
4,2020,A,A,A,B+
4,2020,F,F,S,D
4,2021,P,F,D,F
4,2020,S,S,A+,A+
4,2023,P,P,F,F
4,2023,B,B+,B,C+
4,2020,F,F,F,F
4,2020,A,B,A,B+
4,2022,B,A,A+,B+
4,2021,S,S,S,S
4,2022,B+,A+,B+,B
4,2022,D,D,D,D
4,2021,C+,C,D,D
4,2023,C,C+,C+,C
4,2020,D,P,P,P
4,2021,D,C,C,D
4,2022,B,B,C+,C+
4,2021,P,D,D,P
4,2020,F,F,F,F
4,2020,D,C,P,P
4,2022,B,C+,B,C+
4,2021,F,F,F,F
4,2022,B,B+,B+,B
4,2023,A+,A+,S,A+
4,2021,F,F,D,F
4,2022,C,A,F,F
4,2020,C+,P,C+,C
4,2020,A+,S,S,A+
4,2020,B,B,B,C+
4,2021,P,F,F,F
4,2020,A,B+,B+,B
4,2021,B,B+,A,B
4,2023,B,A,B+,B
4,2023,F,D,F,F
4,2020,S,S,S,S
4,2022,B+,P,B+,B
4,2022,P,F,P,F
4,2021,S,A,S,S
4,2022,C+,C+,C,C
4,2022,C,D,A,B
4,2020,F,A+,C,F
4,2020,F,P,F,F
4,2021,A+,B+,A+,A
4,2022,B,C+,B,C+
4,2023,B,D,D,D
4,2023,C,D,P,P
4,2020,C,C,C,D
4,2020,B+,A+,S,A+
4,2020,S,S,A+,A+
4,2022,C,C+,D,D
4,2020,C+,C+,C,C
4,2023,F,F,F,F
4,2023,A+,S,S,A+
4,2021,P,P,D,P
4,2022,S,A+,S,S
4,2021,A+,S,S,A+
4,2020,F,P,F,F
4,2023,P,P,F,F
4,2021,D,B,C,D
4,2021,C+,C+,C+,C
4,2021,S,A+,A+,A+
4,2020,S,A,B,B+
4,2023,C+,C+,B,C+
4,2020,F,F,F,F
4,2021,F,F,P,F
4,2020,F,F,P,F
4,2021,C,D,C,D
4,2022,S,B+,S,A+
4,2021,C,C,D,D
4,2021,B,S,A,B+
4,2022,F,F,F,F
4,2023,C,C,C,D
4,2020,C,P,D,D
4,2021,F,F,F,F
4,2020,C,B,C,C
4,2023,A,A+,A+,A
4,2020,A,A,A+,A
4,2020,B,B+,C+,C+
4,2023,F,F,F,F
4,2022,B,C+,C,C
4,2022,C,C,D,D
4,2021,B,A+,B+,B
4,2021,F,F,F,F
4,2023,A,A,A,B+
4,2021,A+,S,A,A
4,2022,S,S,A+,A+
4,2020,F,F,F,F
4,2022,S,S,S,S
4,2022,F,P,F,F
4,2022,S,S,S,S
4,2022,F,F,F,F
4,2023,C,B,C+,C
4,2023,B+,B+,B,B
4,2022,P,D,P,P
4,2021,A+,A,S,A+
4,2023,F,F,P,F
4,2021,F,F,P,F
4,2021,P,P,C,D
4,2020,B,A,B+,B
4,2022,F,F,F,F
4,2021,F,F,F,F
4,2021,C+,C,D,D
4,2022,S,S,B+,A
4,2020,D,F,D,F
4,2021,A,B+,C+,C+
4,2021,D,F,D,F
4,2022,A+,A,A+,A
4,2021,A,A+,B+,B+
4,2020,A+,A+,A+,A
4,2021,F,D,F,F
4,2020,P,D,F,F
4,2021,P,F,F,F
4,2023,P,F,D,F
4,2022,C+,C+,C,C
4,2020,F,P,F,F
4,2020,S,S,S,S
4,2021,C,B+,B+,C+
4,2022,C+,C+,D,D
4,2021,P,C+,C,D
4,2022,B+,B,C,C
4,2023,C,P,P,P
4,2023,C+,B,B,C+
4,2020,A,A,A+,A
4,2021,C,B,D,D
4,2023,S,S,A+,A+
4,2022,P,C,S,B+
4,2020,A,A+,S,A+
4,2020,A,B+,B+,B
4,2023,B+,B+,B,B
4,2021,A,D,A+,B+
4,2023,C+,B,B,C+
4,2022,A,A+,A,B+
4,2022,S,A+,B+,B+
4,2023,F,F,F,F
4,2023,F,F,F,F
4,2021,F,C,F,F
4,2023,S,S,S,S
4,2022,D,F,F,F
4,2023,B+,A,B+,B
4,2023,P,F,F,F
4,2023,P,P,F,F
4,2020,F,F,F,F
4,2021,D,F,F,F
4,2020,D,B+,A,B
4,2023,P,D,C,D
4,2023,B,B,C+,C+
4,2023,C+,C+,B,C+
4,2023,B+,B+,B+,B
4,2020,B+,A,A,B+
4,2020,D,F,F,F
4,2021,P,P,P,P
4,2020,C+,F,P,F
4,2023,P,F,C+,P
4,2020,F,F,F,F
4,2023,F,F,F,F
4,2020,F,F,F,F
4,2023,B,A,B+,B
4,2023,D,D,P,P
4,2022,P,F,F,F
4,2021,B+,A,B+,B
4,2021,B+,B+,B+,B
4,2022,B+,A,S,A
4,2020,A+,S,S,A+
4,2020,S,S,S,S
4,2021,A,A,B+,B+
4,2022,F,P,F,F
4,2023,B,B+,C+,C+
4,2021,F,F,F,F
4,2023,C,C+,C+,C
4,2021,A,S,B+,B+
4,2021,P,C+,D,P
4,2020,B+,B+,A,B+
4,2020,C+,C,C,C
4,2020,C+,B,B+,B
4,2022,A,A,A,B+
4,2022,F,F,F,F
4,2021,B+,B,B,B
4,2021,A,A,A+,A
4,2023,B,D,D,D
4,2020,P,B,C,D
4,2023,A,A,B+,B+
4,2020,B+,C+,C+,C+
4,2023,S,B,P,C
4,2023,C+,C+,B,C+
4,2022,F,F,F,F
4,2020,C+,D,C,C
4,2023,S,S,S,S
4,2022,B+,A,A+,B+
4,2023,F,P,F,F
4,2022,C+,B+,C+,C+
4,2022,P,D,D,P
4,2020,F,F,F,F
4,2020,C,C,B,C+
4,2023,F,F,F,F
4,2021,P,C,C,D
4,2020,F,P,F,F
4,2022,D,D,C,D
4,2021,F,F,F,F
4,2020,A,B+,B+,B
4,2023,S,A+,S,S
4,2022,F,F,F,F
4,2020,F,F,F,F
4,2023,C+,S,F,F
4,2020,C,C+,B+,C+
4,2021,B+,B+,B,B
4,2020,P,D,D,P
4,2020,A,A,S,A+
4,2020,C,C+,D,D
4,2023,C+,C,C,C
4,2021,B,C+,C+,C+
4,2023,A+,A+,S,A+
4,2023,B+,B,A,B+
4,2020,F,F,F,F
4,2020,S,S,S,S
4,2020,S,S,S,S
4,2023,P,F,P,F
4,2023,P,F,F,F
4,2021,D,F,P,F
4,2023,A,F,F,F
4,2021,C,C+,C,C
4,2023,D,B,D,D
4,2022,C+,B,D,D
4,2021,A,A,A+,A
4,2020,P,P,P,P
4,2022,S,S,B+,A
4,2022,C+,B,B,C+
4,2021,C+,D,B+,C+
4,2022,B+,B+,B+,B
4,2022,B,B+,C+,C+
4,2020,F,F,F,F
4,2020,F,F,F,F
4,2023,C,D,C,D
4,2020,S,S,S,S
4,2022,C,P,C,D
4,2020,P,C,P,P
4,2020,D,C+,D,D
4,2020,C+,P,C,C
4,2020,F,F,F,F
4,2021,F,F,D,F
4,2023,D,C,C,D
4,2022,S,A,S,S
4,2023,D,D,D,D
4,2022,B,B,A,B
4,2021,B+,A+,B+,B
